session,frame_idx,time_s,cx,cy,bbox_w,bbox_h,mask_area_px
2025_06_06,2900,120.78301,1155.7,601.1,10.7,11.2,108
2025_06_06,2900,120.78301,906.0,692.7,12.8,10.1,145
2025_06_06,2900,120.78301,577.7,459.7,12.4,11.4,95
2025_06_06,2900,120.78301,238.3,137.1,16.5,13.9,168
2025_06_06,2900,120.78301,555.4,435.4,12.1,10.0,90
2025_06_06,2900,120.78301,1205.1,519.7,14.1,11.6,143
2025_06_06,2900,120.78301,466.2,63.1,11.3,12.0,112
2025_06_06,2900,120.78301,851.3,251.9,11.7,12.4,117
2025_06_06,2900,120.78301,282.3,699.5,9.2,9.0,52
2025_06_06,2900,120.78301,972.4,438.8,12.1,11.4,112
2025_06_06,2901,120.82466,1155.9,601.1,10.8,11.0,107
2025_06_06,2901,120.82466,906.0,692.7,13.0,10.3,123
2025_06_06,2901,120.82466,578.2,459.9,12.0,11.0,90
2025_06_06,2901,120.82466,238.4,137.1,16.6,13.9,161
2025_06_06,2901,120.82466,555.3,435.5,12.0,10.0,86
2025_06_06,2901,120.82466,1205.0,519.8,14.1,11.5,141
2025_06_06,2901,120.82466,466.2,63.2,11.6,12.6,116
2025_06_06,2901,120.82466,851.5,252.1,11.6,12.2,112
2025_06_06,2901,120.82466,282.3,699.7,9.7,9.3,54
2025_06_06,2901,120.82466,972.4,438.9,12.2,11.5,111
2025_06_06,2901,120.82466,278.3,624.3,7.9,6.3,49
2025_06_06,2902,120.86631,1156.0,601.0,10.6,10.9,106
2025_06_06,2902,120.86631,906.0,692.7,13.0,10.3,124
2025_06_06,2902,120.86631,578.4,460.2,12.0,10.8,88
2025_06_06,2902,120.86631,238.4,137.0,16.4,14.0,163
2025_06_06,2902,120.86631,555.1,435.5,11.7,9.8,84
2025_06_06,2902,120.86631,851.3,251.8,11.7,12.6,118
2025_06_06,2902,120.86631,1204.9,519.5,14.4,11.6,144
2025_06_06,2902,120.86631,466.3,63.7,11.2,12.0,113
2025_06_06,2902,120.86631,972.6,438.8,12.5,11.5,109
2025_06_06,2902,120.86631,282.2,699.9,9.9,9.1,56
2025_06_06,2902,120.86631,278.1,624.4,8.0,6.5,49
2025_06_06,2903,120.90796,906.3,692.8,13.0,10.3,124
2025_06_06,2903,120.90796,1155.9,601.0,10.7,11.0,108
2025_06_06,2903,120.90796,578.4,460.2,11.7,10.7,87
2025_06_06,2903,120.90796,238.5,137.0,16.8,13.8,162
2025_06_06,2903,120.90796,851.1,251.4,11.5,12.3,117
2025_06_06,2903,120.90796,555.0,435.4,11.9,9.9,87
2025_06_06,2903,120.90796,1204.7,519.6,14.5,11.6,144
2025_06_06,2903,120.90796,972.6,438.8,12.5,11.7,111
2025_06_06,2903,120.90796,282.2,699.8,10.2,9.5,59
2025_06_06,2903,120.90796,466.4,64.0,10.9,11.1,111
2025_06_06,2903,120.90796,277.2,624.4,7.6,6.3,51
2025_06_06,2904,120.9496,906.4,693.0,13.0,10.3,121
2025_06_06,2904,120.9496,1155.9,600.9,10.6,11.0,108
2025_06_06,2904,120.9496,578.6,460.4,11.8,10.8,92
2025_06_06,2904,120.9496,238.5,136.9,17.1,13.9,169
2025_06_06,2904,120.9496,555.0,435.4,11.8,9.9,85
2025_06_06,2904,120.9496,850.8,251.3,12.0,12.4,116
2025_06_06,2904,120.9496,1204.7,519.6,14.5,11.6,143
2025_06_06,2904,120.9496,972.7,438.7,12.6,11.6,110
2025_06_06,2904,120.9496,466.5,64.0,10.8,11.0,101
2025_06_06,2904,120.9496,282.2,699.7,10.0,9.3,55
2025_06_06,2904,120.9496,277.0,624.5,7.4,6.1,48
2025_06_06,2905,120.99125,906.4,693.0,13.2,10.5,123
2025_06_06,2905,120.99125,1156.0,600.9,10.7,10.9,108
2025_06_06,2905,120.99125,578.6,460.4,11.8,11.1,97
2025_06_06,2905,120.99125,554.9,435.2,11.6,9.9,86
2025_06_06,2905,120.99125,238.6,136.7,17.2,14.2,176
2025_06_06,2905,120.99125,850.9,251.1,12.0,12.7,119
2025_06_06,2905,120.99125,1204.5,519.6,14.4,11.6,143
2025_06_06,2905,120.99125,972.6,438.9,12.5,11.5,110
2025_06_06,2905,120.99125,466.7,64.2,10.3,10.3,92
2025_06_06,2905,120.99125,282.5,699.5,10.1,9.8,61
2025_06_06,2905,120.99125,729.5,540.0,11.6,8.9,72
2025_06_06,2905,120.99125,7.4,633.0,6.8,6.1,45
2025_06_06,2905,120.99125,277.0,624.4,7.6,6.2,49
2025_06_06,2906,121.0329,906.5,693.1,13.5,10.7,126
2025_06_06,2906,121.0329,1156.0,600.9,10.6,10.9,103
2025_06_06,2906,121.0329,579.0,460.7,11.1,10.8,91
2025_06_06,2906,121.0329,238.6,136.7,16.9,14.0,172
2025_06_06,2906,121.0329,850.9,250.9,11.6,12.2,110
2025_06_06,2906,121.0329,554.7,435.3,11.6,10.0,89
2025_06_06,2906,121.0329,1204.4,519.6,14.6,11.8,144
2025_06_06,2906,121.0329,972.5,439.1,12.5,11.2,107
2025_06_06,2906,121.0329,466.8,64.6,10.7,10.6,100
2025_06_06,2906,121.0329,282.5,699.6,10.3,10.0,62
2025_06_06,2906,121.0329,729.4,540.0,11.6,8.9,73
2025_06_06,2906,121.0329,7.4,633.0,6.8,6.1,46
2025_06_06,2907,121.07455,906.5,693.2,13.7,11.0,134
2025_06_06,2907,121.07455,1156.1,600.8,10.7,10.8,103
2025_06_06,2907,121.07455,579.1,460.8,11.2,11.0,92
2025_06_06,2907,121.07455,238.7,136.7,16.5,13.6,164
2025_06_06,2907,121.07455,850.8,250.9,11.8,12.3,112
2025_06_06,2907,121.07455,554.8,435.2,11.8,10.0,92
2025_06_06,2907,121.07455,1204.2,519.5,14.5,11.9,143
2025_06_06,2907,121.07455,466.8,64.8,10.2,10.7,99
2025_06_06,2907,121.07455,282.4,699.6,10.1,9.8,59
2025_06_06,2907,121.07455,972.4,439.8,12.3,11.1,104
2025_06_06,2907,121.07455,729.9,539.8,12.3,9.5,84
2025_06_06,2907,121.07455,7.4,633.0,6.8,6.1,46
2025_06_06,2908,121.1162,906.7,693.2,13.7,10.9,131
2025_06_06,2908,121.1162,1156.1,600.8,10.8,10.9,106
2025_06_06,2908,121.1162,579.4,461.2,10.9,10.7,84
2025_06_06,2908,121.1162,238.9,136.4,16.6,13.6,166
2025_06_06,2908,121.1162,850.8,250.7,12.0,12.6,119
2025_06_06,2908,121.1162,1204.2,519.5,14.5,11.9,140
2025_06_06,2908,121.1162,467.0,65.0,10.2,10.6,97
2025_06_06,2908,121.1162,554.7,435.3,11.8,9.9,91
2025_06_06,2908,121.1162,972.3,440.1,11.8,11.1,106
2025_06_06,2908,121.1162,282.3,699.9,10.0,9.9,56
2025_06_06,2908,121.1162,729.9,539.8,11.9,9.4,80
2025_06_06,2908,121.1162,276.8,624.6,8.5,6.9,57
2025_06_06,2909,121.15785,906.8,693.4,13.8,11.0,128
2025_06_06,2909,121.15785,1156.2,600.7,10.7,11.0,102
2025_06_06,2909,121.15785,239.0,136.5,16.5,13.5,163
2025_06_06,2909,121.15785,579.5,461.5,11.5,11.0,89
2025_06_06,2909,121.15785,851.0,250.7,12.1,12.7,127
2025_06_06,2909,121.15785,1204.1,519.4,14.3,12.0,141
2025_06_06,2909,121.15785,972.2,440.5,11.4,10.8,97
2025_06_06,2909,121.15785,466.9,65.4,10.0,10.6,92
2025_06_06,2909,121.15785,282.3,699.9,10.2,9.8,57
2025_06_06,2909,121.15785,554.5,435.4,12.1,10.2,92
2025_06_06,2909,121.15785,276.4,624.6,9.1,6.9,59
2025_06_06,2910,121.1995,906.8,693.5,13.8,11.0,128
2025_06_06,2910,121.1995,1156.2,600.5,10.7,11.0,103
2025_06_06,2910,121.1995,239.1,136.4,16.8,13.4,161
2025_06_06,2910,121.1995,850.9,250.7,12.2,12.6,127
2025_06_06,2910,121.1995,1204.0,519.2,14.3,11.8,140
2025_06_06,2910,121.1995,579.5,461.5,11.5,11.0,90
2025_06_06,2910,121.1995,972.1,440.5,11.3,10.8,100
2025_06_06,2910,121.1995,467.2,65.4,10.5,11.3,99
2025_06_06,2910,121.1995,282.3,700.0,10.1,10.2,58
2025_06_06,2910,121.1995,554.5,435.4,12.1,10.2,92
2025_06_06,2910,121.1995,276.5,624.8,9.3,7.2,61
2025_06_06,2911,121.24115,907.1,693.7,13.8,11.2,131
2025_06_06,2911,121.24115,1156.5,600.4,10.9,11.2,105
2025_06_06,2911,121.24115,239.0,136.3,16.6,13.4,163
2025_06_06,2911,121.24115,579.6,461.7,11.7,11.1,93
2025_06_06,2911,121.24115,1204.0,519.2,14.2,11.9,141
2025_06_06,2911,121.24115,850.8,250.7,12.3,12.7,121
2025_06_06,2911,121.24115,972.0,440.7,11.4,10.8,100
2025_06_06,2911,121.24115,467.4,65.7,10.2,10.5,89
2025_06_06,2911,121.24115,282.1,700.4,9.8,9.5,53
2025_06_06,2911,121.24115,554.4,435.3,12.3,10.1,94
2025_06_06,2912,121.2828,907.3,693.9,13.8,11.2,135
2025_06_06,2912,121.2828,1156.4,600.3,11.0,11.1,106
2025_06_06,2912,121.2828,239.1,136.3,16.6,13.5,162
2025_06_06,2912,121.2828,579.7,461.5,11.7,11.2,96
2025_06_06,2912,121.2828,850.4,250.5,12.0,12.2,121
2025_06_06,2912,121.2828,1204.0,519.2,14.4,12.0,143
2025_06_06,2912,121.2828,553.9,435.4,11.4,9.7,85
2025_06_06,2912,121.2828,972.0,441.0,11.3,10.8,100
2025_06_06,2912,121.2828,282.4,700.4,9.7,9.5,55
2025_06_06,2912,121.2828,467.5,65.8,10.2,10.8,92
2025_06_06,2913,121.32445,907.7,694.0,13.7,11.2,133
2025_06_06,2913,121.32445,1156.3,600.3,10.8,11.1,102
2025_06_06,2913,121.32445,239.2,136.3,17.1,13.7,166
2025_06_06,2913,121.32445,1204.0,519.2,14.3,12.1,142
2025_06_06,2913,121.32445,850.3,250.3,11.8,12.2,115
2025_06_06,2913,121.32445,580.0,461.7,11.8,11.2,100
2025_06_06,2913,121.32445,553.7,435.4,11.3,9.7,86
2025_06_06,2913,121.32445,972.0,441.5,11.3,11.1,103
2025_06_06,2913,121.32445,467.8,65.9,10.2,11.2,92
2025_06_06,2913,121.32445,282.3,700.8,9.9,9.7,55
2025_06_06,2913,121.32445,275.7,625.0,8.9,7.1,51
2025_06_06,2914,121.3661,907.7,694.2,13.8,11.3,134
2025_06_06,2914,121.3661,1156.3,600.3,10.8,11.2,106
2025_06_06,2914,121.3661,239.2,136.2,16.7,13.8,165
2025_06_06,2914,121.3661,1204.0,519.1,14.4,12.4,145
2025_06_06,2914,121.3661,580.1,461.9,11.9,11.5,103
2025_06_06,2914,121.3661,850.5,250.2,12.4,13.0,128
2025_06_06,2914,121.3661,467.9,66.0,10.0,11.0,88
2025_06_06,2914,121.3661,282.3,700.8,9.8,9.7,54
2025_06_06,2914,121.3661,553.7,435.5,11.5,10.0,89
2025_06_06,2914,121.3661,972.0,441.5,11.2,11.2,102
2025_06_06,2915,121.40775,907.9,694.3,13.5,11.1,131
2025_06_06,2915,121.40775,1156.4,600.0,11.0,11.2,105
2025_06_06,2915,121.40775,1203.8,519.1,14.6,12.4,147
2025_06_06,2915,121.40775,850.4,250.0,12.4,12.8,122
2025_06_06,2915,121.40775,239.2,136.1,17.0,13.8,170
2025_06_06,2915,121.40775,580.3,461.9,12.1,11.6,103
2025_06_06,2915,121.40775,282.4,701.1,10.1,9.6,58
2025_06_06,2915,121.40775,553.5,435.4,11.6,10.2,92
2025_06_06,2915,121.40775,468.0,66.1,10.2,10.9,89
2025_06_06,2915,121.40775,972.0,441.7,11.3,11.3,104
2025_06_06,2915,121.40775,275.6,625.0,8.6,6.7,49
2025_06_06,2916,121.4494,908.0,694.3,13.9,11.1,134
2025_06_06,2916,121.4494,1156.4,600.0,11.2,11.1,104
2025_06_06,2916,121.4494,1203.8,519.1,14.6,12.3,148
2025_06_06,2916,121.4494,239.5,135.5,16.9,13.8,169
2025_06_06,2916,121.4494,850.3,249.9,12.3,12.7,125
2025_06_06,2916,121.4494,467.9,66.2,10.3,11.1,93
2025_06_06,2916,121.4494,282.5,701.1,10.0,9.5,57
2025_06_06,2916,121.4494,580.4,462.1,12.3,11.9,107
2025_06_06,2916,121.4494,972.1,441.9,11.3,11.6,107
2025_06_06,2916,121.4494,553.3,435.7,11.9,10.7,100
2025_06_06,2916,121.4494,275.5,624.9,8.4,6.7,49
2025_06_06,2917,121.49105,908.2,694.5,13.8,11.1,135
2025_06_06,2917,121.49105,239.6,135.7,17.2,14.0,173
2025_06_06,2917,121.49105,1156.8,599.9,11.5,11.1,107
2025_06_06,2917,121.49105,1203.8,519.1,14.7,12.3,147
2025_06_06,2917,121.49105,850.2,249.2,12.8,12.9,125
2025_06_06,2917,121.49105,580.4,462.2,12.3,11.9,108
2025_06_06,2917,121.49105,282.5,701.1,9.9,9.5,58
2025_06_06,2917,121.49105,468.0,66.1,10.2,11.6,95
2025_06_06,2917,121.49105,972.0,442.0,11.8,11.7,107
2025_06_06,2917,121.49105,552.7,435.8,11.8,10.8,100
2025_06_06,2917,121.49105,275.2,625.0,7.9,6.4,44
2025_06_06,2918,121.53269,908.4,694.5,13.9,11.1,138
2025_06_06,2918,121.53269,1156.7,599.6,11.3,11.1,107
2025_06_06,2918,121.53269,239.6,135.7,17.1,13.8,174
2025_06_06,2918,121.53269,1203.6,519.1,14.7,12.2,145
2025_06_06,2918,121.53269,580.5,462.3,12.3,11.7,106
2025_06_06,2918,121.53269,282.5,701.2,10.0,9.8,59
2025_06_06,2918,121.53269,850.3,249.1,13.0,13.3,132
2025_06_06,2918,121.53269,468.0,66.3,10.4,11.7,98
2025_06_06,2918,121.53269,972.1,442.1,11.9,11.9,107
2025_06_06,2918,121.53269,552.8,435.8,11.8,10.8,100
2025_06_06,2918,121.53269,275.0,625.0,7.7,6.4,45
2025_06_06,2919,121.57434,908.5,694.7,14.1,11.2,133
2025_06_06,2919,121.57434,1156.7,599.5,11.4,11.2,108
2025_06_06,2919,121.57434,1203.5,519.0,14.8,12.1,147
2025_06_06,2919,121.57434,239.7,135.7,17.1,13.7,175
2025_06_06,2919,121.57434,850.3,248.9,12.7,13.0,129
2025_06_06,2919,121.57434,580.8,462.6,12.3,11.6,107
2025_06_06,2919,121.57434,468.1,66.5,10.7,12.0,99
2025_06_06,2919,121.57434,282.5,701.4,10.1,10.0,60
2025_06_06,2919,121.57434,972.2,442.0,11.7,12.0,107
2025_06_06,2919,121.57434,552.1,435.8,11.6,10.8,99
2025_06_06,2919,121.57434,274.7,625.2,7.8,6.4,45
2025_06_06,2920,121.61599,908.8,694.7,13.8,11.1,132
2025_06_06,2920,121.61599,1156.7,599.5,11.6,11.2,109
2025_06_06,2920,121.61599,1203.4,519.0,14.8,12.1,147
2025_06_06,2920,121.61599,240.1,135.5,17.4,14.0,177
2025_06_06,2920,121.61599,850.3,248.9,12.7,13.3,132
2025_06_06,2920,121.61599,581.0,462.9,12.3,11.5,111
2025_06_06,2920,121.61599,282.4,701.7,10.4,10.2,68
2025_06_06,2920,121.61599,972.3,442.3,11.6,11.8,103
2025_06_06,2920,121.61599,468.1,66.7,10.9,11.8,99
2025_06_06,2920,121.61599,552.0,435.8,11.5,10.8,100
2025_06_06,2920,121.61599,274.7,625.2,7.7,6.3,44
2025_06_06,2921,121.65764,908.8,694.9,13.9,10.9,131
2025_06_06,2921,121.65764,1156.9,599.5,11.7,11.2,112
2025_06_06,2921,121.65764,1203.3,519.0,14.6,12.1,147
2025_06_06,2921,121.65764,240.4,135.1,17.9,14.4,202
2025_06_06,2921,121.65764,850.2,248.6,12.8,13.6,131
2025_06_06,2921,121.65764,468.3,67.0,11.0,11.2,92
2025_06_06,2921,121.65764,581.3,463.0,12.0,11.0,105
2025_06_06,2921,121.65764,972.3,442.6,11.6,11.9,103
2025_06_06,2921,121.65764,282.5,701.9,10.4,10.2,65
2025_06_06,2921,121.65764,551.8,435.8,11.5,10.6,101
2025_06_06,2921,121.65764,274.4,625.3,7.8,6.5,43
2025_06_06,2922,121.69929,909.1,695.0,13.8,10.6,126
2025_06_06,2922,121.69929,1156.9,599.5,11.4,11.3,130
2025_06_06,2922,121.69929,1203.1,519.0,14.7,12.2,148
2025_06_06,2922,121.69929,240.3,135.1,17.8,14.3,188
2025_06_06,2922,121.69929,468.5,67.4,10.6,10.7,91
2025_06_06,2922,121.69929,850.2,248.6,12.9,13.6,135
2025_06_06,2922,121.69929,581.6,463.2,11.8,11.1,110
2025_06_06,2922,121.69929,551.7,436.1,11.8,10.8,101
2025_06_06,2922,121.69929,972.1,442.9,11.5,12.1,104
2025_06_06,2922,121.69929,282.8,702.1,10.5,10.4,70
2025_06_06,2922,121.69929,274.4,625.4,7.9,6.7,45
2025_06_06,2923,121.74094,909.3,695.0,13.8,10.7,133
2025_06_06,2923,121.74094,1157.0,599.5,11.4,11.4,110
2025_06_06,2923,121.74094,1203.1,519.0,14.7,12.2,147
2025_06_06,2923,121.74094,240.3,135.0,17.5,14.1,187
2025_06_06,2923,121.74094,972.2,442.8,11.9,12.1,105
2025_06_06,2923,121.74094,468.5,67.2,11.2,11.5,96
2025_06_06,2923,121.74094,850.0,248.6,12.6,13.1,133
2025_06_06,2923,121.74094,581.8,463.4,12.1,11.2,109
2025_06_06,2923,121.74094,551.6,436.1,11.9,10.7,102
2025_06_06,2923,121.74094,282.8,702.1,11.0,11.2,80
2025_06_06,2923,121.74094,274.0,625.5,8.3,6.9,49
2025_06_06,2924,121.78259,909.4,695.0,13.9,10.7,132
2025_06_06,2924,121.78259,1157.1,599.4,11.2,11.3,110
2025_06_06,2924,121.78259,1203.0,519.0,14.6,12.1,146
2025_06_06,2924,121.78259,240.4,135.0,17.3,14.0,212
2025_06_06,2924,121.78259,468.6,67.1,11.3,12.1,98
2025_06_06,2924,121.78259,972.3,442.8,12.2,11.9,108
2025_06_06,2924,121.78259,582.1,463.7,11.8,11.3,107
2025_06_06,2924,121.78259,551.4,436.1,11.6,10.8,98
2025_06_06,2924,121.78259,849.5,248.2,12.8,13.8,136
2025_06_06,2924,121.78259,282.7,702.1,11.1,11.4,78
2025_06_06,2924,121.78259,274.0,625.7,8.4,7.2,52
2025_06_06,2925,121.82424,909.7,695.3,13.8,10.5,129
2025_06_06,2925,121.82424,240.3,135.1,17.2,14.0,185
2025_06_06,2925,121.82424,1157.4,599.4,12.1,11.2,108
2025_06_06,2925,121.82424,468.7,67.5,11.1,12.8,102
2025_06_06,2925,121.82424,1202.9,518.8,14.3,11.7,138
2025_06_06,2925,121.82424,582.6,464.2,11.3,11.0,99
2025_06_06,2925,121.82424,972.2,443.5,11.7,11.3,108
2025_06_06,2925,121.82424,849.1,248.0,11.5,12.8,114
2025_06_06,2925,121.82424,282.7,703.1,10.4,10.3,64
2025_06_06,2925,121.82424,273.1,625.9,7.1,6.8,40
2025_06_06,2925,121.82424,551.5,436.0,11.7,10.8,102
2025_06_06,2926,121.86589,909.8,695.3,13.8,10.5,125
2025_06_06,2926,121.86589,1202.8,518.8,14.4,11.9,139
2025_06_06,2926,121.86589,1157.5,599.3,11.9,10.9,107
2025_06_06,2926,121.86589,240.4,134.8,17.0,13.6,181
2025_06_06,2926,121.86589,582.5,464.1,11.4,11.2,99
2025_06_06,2926,121.86589,468.7,67.3,11.0,12.5,99
2025_06_06,2926,121.86589,972.1,443.7,11.5,11.1,108
2025_06_06,2926,121.86589,282.6,703.0,10.6,10.3,65
2025_06_06,2926,121.86589,849.0,247.8,12.0,13.5,118
2025_06_06,2926,121.86589,551.3,435.9,11.4,10.4,95
2025_06_06,2926,121.86589,273.0,626.0,7.3,6.9,40
2025_06_06,2927,121.90754,910.1,695.3,13.7,10.6,122
2025_06_06,2927,121.90754,240.6,134.8,16.9,13.5,175
2025_06_06,2927,121.90754,1202.7,518.7,14.4,12.0,141
2025_06_06,2927,121.90754,1157.5,599.3,11.9,10.9,106
2025_06_06,2927,121.90754,582.8,464.4,11.5,10.9,101
2025_06_06,2927,121.90754,972.1,443.7,11.7,11.0,109
2025_06_06,2927,121.90754,468.9,67.8,10.7,11.6,92
2025_06_06,2927,121.90754,273.0,625.8,7.2,6.5,39
2025_06_06,2927,121.90754,282.7,703.1,10.4,9.9,62
2025_06_06,2927,121.90754,848.9,247.7,12.2,13.5,120
2025_06_06,2927,121.90754,551.3,436.1,11.5,10.4,94
2025_06_06,2928,121.94919,910.1,695.5,13.6,10.5,122
2025_06_06,2928,121.94919,1157.6,599.2,11.5,10.6,124
2025_06_06,2928,121.94919,240.6,134.7,17.1,13.7,176
2025_06_06,2928,121.94919,1202.5,518.7,14.3,11.9,138
2025_06_06,2928,121.94919,582.6,464.3,11.6,11.1,103
2025_06_06,2928,121.94919,469.1,68.3,11.3,12.0,99
2025_06_06,2928,121.94919,972.1,444.3,11.6,10.9,102
2025_06_06,2928,121.94919,551.2,436.0,11.3,10.5,93
2025_06_06,2928,121.94919,282.6,703.2,10.0,9.8,59
2025_06_06,2928,121.94919,848.9,247.5,12.0,13.2,119
2025_06_06,2928,121.94919,272.8,625.8,6.9,6.5,37
2025_06_06,2928,121.94919,733.8,540.0,12.5,9.9,102
2025_06_06,2929,121.99084,910.2,695.4,13.5,10.3,124
2025_06_06,2929,121.99084,240.6,134.5,17.3,13.8,180
2025_06_06,2929,121.99084,1157.5,599.4,11.4,10.8,100
2025_06_06,2929,121.99084,582.6,464.5,11.5,11.1,104
2025_06_06,2929,121.99084,1202.3,518.7,14.3,11.9,139
2025_06_06,2929,121.99084,468.9,68.3,11.2,11.9,100
2025_06_06,2929,121.99084,551.0,436.2,11.4,10.8,97
2025_06_06,2929,121.99084,849.0,247.7,12.2,13.3,120
2025_06_06,2929,121.99084,972.0,444.3,11.8,11.0,101
2025_06_06,2929,121.99084,282.7,703.3,10.2,10.0,60
2025_06_06,2929,121.99084,272.6,626.1,7.6,7.1,39
2025_06_06,2929,121.99084,732.6,540.4,12.5,10.2,118
2025_06_06,2930,122.03249,910.2,695.5,13.5,10.3,124
2025_06_06,2930,122.03249,240.6,134.4,17.0,14.1,178
2025_06_06,2930,122.03249,1157.6,599.3,11.3,10.8,98
2025_06_06,2930,122.03249,1202.2,518.7,14.4,12.0,140
2025_06_06,2930,122.03249,582.8,464.5,11.7,11.1,107
2025_06_06,2930,122.03249,550.9,436.1,11.5,10.6,99
2025_06_06,2930,122.03249,468.9,68.4,11.3,11.5,98
2025_06_06,2930,122.03249,972.1,444.5,12.3,11.3,106
2025_06_06,2930,122.03249,848.8,247.4,11.8,13.2,118
2025_06_06,2930,122.03249,283.1,703.8,9.8,9.9,59
2025_06_06,2930,122.03249,272.4,626.0,7.4,6.9,43
2025_06_06,2930,122.03249,732.8,540.5,12.3,9.7,109
2025_06_06,2931,122.07414,910.4,695.5,13.6,10.4,128
2025_06_06,2931,122.07414,240.9,134.3,16.7,13.7,172
2025_06_06,2931,122.07414,1157.6,599.2,11.4,10.8,98
2025_06_06,2931,122.07414,1202.0,518.6,14.3,11.9,139
2025_06_06,2931,122.07414,550.6,436.5,11.5,10.7,99
2025_06_06,2931,122.07414,582.9,464.6,11.5,11.2,109
2025_06_06,2931,122.07414,468.9,68.4,11.0,11.5,92
2025_06_06,2931,122.07414,972.2,444.7,12.0,11.1,103
2025_06_06,2931,122.07414,848.6,247.4,12.0,13.2,120
2025_06_06,2931,122.07414,283.0,704.1,9.6,9.8,63
2025_06_06,2931,122.07414,272.3,626.0,7.7,6.8,44
2025_06_06,2932,122.11579,241.0,134.2,16.6,13.6,172
2025_06_06,2932,122.11579,910.4,695.5,13.6,10.3,126
2025_06_06,2932,122.11579,1157.6,599.1,11.5,10.7,96
2025_06_06,2932,122.11579,283.1,704.7,9.0,8.8,54
2025_06_06,2932,122.11579,469.0,68.6,10.9,11.3,93
2025_06_06,2932,122.11579,1201.9,518.6,14.2,11.7,137
2025_06_06,2932,122.11579,582.9,464.7,11.5,11.3,106
2025_06_06,2932,122.11579,550.6,436.5,11.5,10.8,98
2025_06_06,2932,122.11579,848.2,247.1,11.8,12.7,114
2025_06_06,2932,122.11579,971.9,444.8,11.8,11.2,105
2025_06_06,2932,122.11579,271.4,626.1,7.9,6.6,44
2025_06_06,2933,122.15743,241.0,134.1,16.9,13.6,175
2025_06_06,2933,122.15743,1157.7,598.9,11.2,10.8,99
2025_06_06,2933,122.15743,910.6,695.6,13.9,10.4,154
2025_06_06,2933,122.15743,283.2,704.7,9.1,9.0,56
2025_06_06,2933,122.15743,1201.0,518.6,14.3,11.1,136
2025_06_06,2933,122.15743,469.4,68.7,10.9,11.4,97
2025_06_06,2933,122.15743,582.9,464.8,11.7,11.3,107
2025_06_06,2933,122.15743,972.0,444.9,12.1,11.2,108
2025_06_06,2933,122.15743,848.2,247.0,11.6,12.6,113
2025_06_06,2933,122.15743,550.2,436.6,11.5,10.5,96
2025_06_06,2933,122.15743,270.9,626.1,7.2,6.5,40
2025_06_06,2934,122.19908,241.0,134.2,16.4,13.5,171
2025_06_06,2934,122.19908,1157.9,598.8,11.0,10.7,97
2025_06_06,2934,122.19908,910.7,695.7,13.7,10.3,130
2025_06_06,2934,122.19908,469.5,69.0,10.6,11.1,97
2025_06_06,2934,122.19908,283.2,704.7,9.2,9.1,58
2025_06_06,2934,122.19908,1200.9,518.6,14.4,11.1,131
2025_06_06,2934,122.19908,271.0,626.2,7.4,6.8,41
2025_06_06,2934,122.19908,583.2,465.2,12.0,11.4,110
2025_06_06,2934,122.19908,848.2,246.9,11.6,12.6,115
2025_06_06,2934,122.19908,972.0,445.3,12.0,10.8,104
2025_06_06,2934,122.19908,550.2,436.6,11.6,10.8,97
2025_06_06,2935,122.24073,241.0,134.1,16.5,13.7,169
2025_06_06,2935,122.24073,1157.8,598.8,11.0,10.6,96
2025_06_06,2935,122.24073,910.7,695.7,13.6,10.3,129
2025_06_06,2935,122.24073,1200.5,518.4,14.3,11.1,134
2025_06_06,2935,122.24073,283.2,704.9,9.1,9.1,57
2025_06_06,2935,122.24073,469.4,69.5,11.2,11.3,96
2025_06_06,2935,122.24073,550.0,436.8,11.6,10.7,100
2025_06_06,2935,122.24073,583.2,465.2,11.9,11.4,111
2025_06_06,2935,122.24073,971.9,445.5,11.7,11.2,101
2025_06_06,2935,122.24073,848.2,246.3,11.5,12.4,112
2025_06_06,2935,122.24073,270.9,626.4,7.3,6.5,42
2025_06_06,2936,122.28238,241.0,133.9,16.7,13.6,169
2025_06_06,2936,122.28238,1157.8,598.8,11.0,10.6,96
2025_06_06,2936,122.28238,910.9,695.8,13.6,10.4,129
2025_06_06,2936,122.28238,1200.5,518.4,14.5,11.2,136
2025_06_06,2936,122.28238,283.3,704.9,9.0,9.0,57
2025_06_06,2936,122.28238,549.8,436.6,11.5,10.4,99
2025_06_06,2936,122.28238,469.3,69.6,10.9,11.1,93
2025_06_06,2936,122.28238,971.9,445.8,12.0,11.2,105
2025_06_06,2936,122.28238,270.8,626.3,7.1,6.6,41
2025_06_06,2936,122.28238,583.8,465.6,11.5,11.1,109
2025_06_06,2936,122.28238,848.2,246.4,11.5,12.3,116
2025_06_06,2937,122.32403,241.0,133.9,16.7,13.7,172
2025_06_06,2937,122.32403,1157.8,598.6,11.1,10.9,99
2025_06_06,2937,122.32403,911.0,695.8,13.7,10.4,128
2025_06_06,2937,122.32403,283.4,705.0,8.9,8.8,57
2025_06_06,2937,122.32403,1200.5,518.4,14.5,11.3,138
2025_06_06,2937,122.32403,469.2,69.6,10.7,11.4,97
2025_06_06,2937,122.32403,549.7,436.6,11.7,10.5,100
2025_06_06,2937,122.32403,971.8,445.9,11.9,11.4,105
2025_06_06,2937,122.32403,270.5,626.4,7.1,6.6,41
