session,frame_idx,time_s,cx,cy,bbox_w,bbox_h,mask_area_px
2025_06_06,2860,119.11703,286.8,623.1,7.2,7.1,42
2025_06_06,2861,119.15868,900.0,690.5,14.5,10.8,130
2025_06_06,2861,119.15868,1209.8,521.6,14.0,11.7,141
2025_06_06,2861,119.15868,1152.5,603.7,10.9,11.4,115
2025_06_06,2861,119.15868,236.1,141.5,16.5,13.6,164
2025_06_06,2861,119.15868,571.5,454.3,13.1,11.2,112
2025_06_06,2861,119.15868,463.6,57.8,11.3,12.4,118
2025_06_06,2861,119.15868,281.2,692.4,8.9,10.3,70
2025_06_06,2861,119.15868,856.6,259.0,12.2,13.2,120
2025_06_06,2861,119.15868,973.9,431.8,13.2,12.3,122
2025_06_06,2861,119.15868,562.1,433.7,12.7,10.7,92
2025_06_06,2861,119.15868,286.6,623.0,6.9,7.0,39
2025_06_06,2862,119.20033,900.1,690.7,14.5,10.6,129
2025_06_06,2862,119.20033,1209.8,521.7,14.0,11.8,141
2025_06_06,2862,119.20033,1152.7,603.6,11.2,11.6,119
2025_06_06,2862,119.20033,236.4,141.4,16.6,13.7,169
2025_06_06,2862,119.20033,571.7,454.3,13.3,11.3,110
2025_06_06,2862,119.20033,464.2,58.3,11.5,11.8,111
2025_06_06,2862,119.20033,281.2,692.4,9.2,10.4,71
2025_06_06,2862,119.20033,856.4,258.8,12.6,13.3,130
2025_06_06,2862,119.20033,973.7,431.9,13.4,12.3,123
2025_06_06,2862,119.20033,562.1,433.8,12.8,10.9,93
2025_06_06,2862,119.20033,286.4,623.1,7.3,7.3,44
2025_06_06,2863,119.24198,900.2,690.7,14.4,10.6,129
2025_06_06,2863,119.24198,1152.8,603.3,10.9,11.5,112
2025_06_06,2863,119.24198,1209.6,521.6,14.2,11.8,144
2025_06_06,2863,119.24198,236.4,141.2,16.2,13.6,167
2025_06_06,2863,119.24198,571.8,454.5,13.2,11.3,114
2025_06_06,2863,119.24198,281.2,692.4,9.1,10.5,71
2025_06_06,2863,119.24198,464.2,58.1,11.0,12.1,108
2025_06_06,2863,119.24198,855.9,258.6,12.8,13.6,160
2025_06_06,2863,119.24198,973.7,432.1,12.9,11.9,116
2025_06_06,2863,119.24198,286.4,623.1,7.1,7.3,41
2025_06_06,2863,119.24198,561.8,434.0,12.4,10.7,89
2025_06_06,2864,119.28363,900.3,690.9,14.4,10.5,131
2025_06_06,2864,119.28363,1152.8,603.4,10.8,11.6,111
2025_06_06,2864,119.28363,1209.6,521.6,14.1,11.9,145
2025_06_06,2864,119.28363,236.4,141.3,16.4,13.7,164
2025_06_06,2864,119.28363,464.3,58.4,11.1,12.0,104
2025_06_06,2864,119.28363,281.3,692.5,9.2,10.3,70
2025_06_06,2864,119.28363,572.1,454.8,13.5,11.3,113
2025_06_06,2864,119.28363,973.6,432.5,12.1,11.8,108
2025_06_06,2864,119.28363,855.5,258.4,12.8,13.1,135
2025_06_06,2864,119.28363,561.7,434.0,12.8,10.7,91
2025_06_06,2865,119.32528,900.4,690.9,14.4,10.4,132
2025_06_06,2865,119.32528,1152.8,603.4,10.8,11.5,137
2025_06_06,2865,119.32528,1209.5,521.6,14.2,11.9,146
2025_06_06,2865,119.32528,236.7,141.2,16.5,13.8,167
2025_06_06,2865,119.32528,281.6,693.4,9.0,9.7,67
2025_06_06,2865,119.32528,464.2,58.8,11.0,11.7,99
2025_06_06,2865,119.32528,572.3,454.9,13.3,11.3,114
2025_06_06,2865,119.32528,855.5,258.0,13.2,13.6,136
2025_06_06,2865,119.32528,973.6,432.7,12.2,11.7,112
2025_06_06,2865,119.32528,560.9,434.4,12.6,10.7,88
2025_06_06,2866,119.36693,900.5,690.9,14.5,10.3,133
2025_06_06,2866,119.36693,1153.0,603.5,11.1,11.3,110
2025_06_06,2866,119.36693,1209.3,521.6,14.2,11.7,143
2025_06_06,2866,119.36693,236.6,141.0,15.9,13.8,162
2025_06_06,2866,119.36693,281.6,693.5,8.9,9.7,65
2025_06_06,2866,119.36693,855.3,257.8,12.3,12.7,125
2025_06_06,2866,119.36693,464.1,58.9,11.3,12.1,104
2025_06_06,2866,119.36693,572.6,455.0,13.3,11.1,110
2025_06_06,2866,119.36693,973.6,432.7,11.9,11.7,105
2025_06_06,2866,119.36693,560.3,434.2,12.1,9.8,82
2025_06_06,2866,119.36693,285.7,623.2,7.5,7.1,43
2025_06_06,2867,119.40858,900.9,691.0,13.8,10.0,126
2025_06_06,2867,119.40858,1153.1,603.7,10.5,11.3,104
2025_06_06,2867,119.40858,236.7,140.8,16.4,14.1,165
2025_06_06,2867,119.40858,1209.1,521.5,14.1,12.0,145
2025_06_06,2867,119.40858,281.6,693.9,9.0,9.3,62
2025_06_06,2867,119.40858,855.3,257.5,12.3,13.1,136
2025_06_06,2867,119.40858,464.2,59.0,11.0,12.1,107
2025_06_06,2867,119.40858,573.2,455.9,12.8,11.3,111
2025_06_06,2867,119.40858,973.6,433.2,11.5,11.5,105
2025_06_06,2867,119.40858,560.3,434.5,12.5,10.5,84
2025_06_06,2867,119.40858,285.3,623.2,7.0,6.5,37
2025_06_06,2868,119.45023,900.9,691.0,14.0,10.1,129
2025_06_06,2868,119.45023,1153.1,603.7,10.7,11.5,104
2025_06_06,2868,119.45023,236.7,140.8,16.2,14.3,163
2025_06_06,2868,119.45023,1208.9,521.4,14.2,12.0,146
2025_06_06,2868,119.45023,281.6,694.1,9.0,9.4,61
2025_06_06,2868,119.45023,854.9,257.5,12.4,12.8,141
2025_06_06,2868,119.45023,464.0,58.6,11.9,12.4,101
2025_06_06,2868,119.45023,573.2,455.8,13.0,11.1,111
2025_06_06,2868,119.45023,973.7,433.1,11.4,11.4,104
2025_06_06,2868,119.45023,560.0,434.4,12.4,10.3,82
2025_06_06,2868,119.45023,285.0,623.2,7.1,6.6,38
2025_06_06,2869,119.49188,1153.1,603.7,10.8,11.4,104
2025_06_06,2869,119.49188,901.1,691.1,13.9,9.9,126
2025_06_06,2869,119.49188,236.8,140.8,16.6,14.0,169
2025_06_06,2869,119.49188,1208.7,521.5,14.3,12.1,145
2025_06_06,2869,119.49188,281.5,694.1,9.0,9.3,61
2025_06_06,2869,119.49188,854.5,257.3,12.1,12.1,132
2025_06_06,2869,119.49188,573.1,455.6,12.9,11.3,111
2025_06_06,2869,119.49188,464.2,59.3,11.0,11.4,89
2025_06_06,2869,119.49188,973.6,433.2,11.5,11.8,112
2025_06_06,2869,119.49188,560.0,434.2,12.2,10.4,85
2025_06_06,2869,119.49188,284.7,623.3,7.4,6.6,40
2025_06_06,2870,119.53353,1153.2,603.6,10.8,11.2,103
2025_06_06,2870,119.53353,901.2,691.1,13.9,10.0,127
2025_06_06,2870,119.53353,236.9,140.8,16.6,13.8,169
2025_06_06,2870,119.53353,1208.4,521.4,14.5,11.6,143
2025_06_06,2870,119.53353,281.6,694.6,8.9,9.0,61
2025_06_06,2870,119.53353,573.3,455.7,12.9,11.3,113
2025_06_06,2870,119.53353,464.3,59.3,11.2,11.4,92
2025_06_06,2870,119.53353,854.7,257.1,12.0,12.3,136
2025_06_06,2870,119.53353,559.7,434.1,12.3,10.6,86
2025_06_06,2870,119.53353,973.5,433.4,11.4,11.9,112
2025_06_06,2870,119.53353,284.6,623.3,7.6,6.6,40
2025_06_06,2871,119.57518,1153.2,603.3,10.6,11.4,102
2025_06_06,2871,119.57518,901.4,691.1,13.7,10.0,124
2025_06_06,2871,119.57518,236.9,140.7,16.6,14.1,165
2025_06_06,2871,119.57518,1208.3,521.2,14.5,11.6,142
2025_06_06,2871,119.57518,573.5,456.0,12.8,11.1,109
2025_06_06,2871,119.57518,281.6,694.7,8.9,9.1,61
2025_06_06,2871,119.57518,464.2,59.4,11.3,11.1,88
2025_06_06,2871,119.57518,854.6,257.0,12.1,12.2,133
2025_06_06,2871,119.57518,559.5,434.1,12.1,10.6,85
2025_06_06,2871,119.57518,973.4,433.6,11.8,12.2,114
2025_06_06,2871,119.57518,284.5,623.3,7.8,6.6,40
2025_06_06,2872,119.61683,1153.2,603.4,10.6,11.5,104
2025_06_06,2872,119.61683,901.4,691.0,13.8,10.0,130
2025_06_06,2872,119.61683,236.8,140.6,16.6,13.8,160
2025_06_06,2872,119.61683,573.7,456.1,12.7,11.1,113
2025_06_06,2872,119.61683,1208.0,521.1,14.7,11.8,150
2025_06_06,2872,119.61683,464.2,59.5,11.2,11.2,93
2025_06_06,2872,119.61683,854.4,256.8,11.8,12.3,124
2025_06_06,2872,119.61683,559.2,434.0,11.6,10.2,85
2025_06_06,2872,119.61683,281.5,694.9,9.1,9.4,63
2025_06_06,2872,119.61683,973.4,433.8,11.7,12.0,110
2025_06_06,2872,119.61683,283.9,623.3,7.9,6.7,38
2025_06_06,2873,119.65848,1153.3,603.4,10.6,11.4,102
2025_06_06,2873,119.65848,236.8,140.4,16.5,14.1,165
2025_06_06,2873,119.65848,901.7,691.1,13.7,10.0,129
2025_06_06,2873,119.65848,573.9,456.2,12.3,11.0,104
2025_06_06,2873,119.65848,1207.9,521.0,14.5,11.6,149
2025_06_06,2873,119.65848,464.5,60.2,10.7,10.8,88
2025_06_06,2873,119.65848,559.1,433.9,11.5,10.2,83
2025_06_06,2873,119.65848,281.8,694.7,9.4,10.1,64
2025_06_06,2873,119.65848,854.4,256.5,11.8,12.4,118
2025_06_06,2873,119.65848,973.2,434.0,11.8,12.1,112
2025_06_06,2873,119.65848,283.8,623.3,7.7,6.9,38
2025_06_06,2874,119.70012,1153.3,603.4,10.7,11.5,105
2025_06_06,2874,119.70012,901.7,691.1,13.7,9.9,127
2025_06_06,2874,119.70012,236.8,140.5,16.4,13.8,163
2025_06_06,2874,119.70012,573.9,456.2,12.2,11.0,103
2025_06_06,2874,119.70012,1207.8,521.0,14.5,11.7,150
2025_06_06,2874,119.70012,464.5,60.2,10.4,11.1,88
2025_06_06,2874,119.70012,558.8,434.2,11.5,10.0,78
2025_06_06,2874,119.70012,281.8,694.6,9.3,10.1,67
2025_06_06,2874,119.70012,854.4,256.4,11.9,12.4,118
2025_06_06,2874,119.70012,973.3,434.2,11.8,12.4,114
2025_06_06,2874,119.70012,283.5,623.3,7.3,6.6,36
2025_06_06,2875,119.74177,1153.3,603.4,10.8,11.5,104
2025_06_06,2875,119.74177,901.7,691.1,13.8,9.9,127
2025_06_06,2875,119.74177,236.9,140.3,16.5,13.9,163
2025_06_06,2875,119.74177,574.3,456.4,11.9,10.8,99
2025_06_06,2875,119.74177,1207.8,521.0,14.6,11.8,151
2025_06_06,2875,119.74177,464.7,60.5,10.4,11.7,88
2025_06_06,2875,119.74177,558.9,434.1,11.5,10.0,79
2025_06_06,2875,119.74177,854.3,256.3,12.1,12.5,121
2025_06_06,2875,119.74177,281.7,694.9,9.8,10.3,71
2025_06_06,2875,119.74177,973.5,434.0,12.3,12.5,121
2025_06_06,2876,119.78342,1153.5,603.0,10.7,11.3,102
2025_06_06,2876,119.78342,902.0,691.2,13.5,9.8,127
2025_06_06,2876,119.78342,574.5,456.6,11.6,10.8,99
2025_06_06,2876,119.78342,237.1,140.2,16.7,13.8,168
2025_06_06,2876,119.78342,1207.6,520.7,14.7,12.0,153
2025_06_06,2876,119.78342,558.9,434.1,11.4,9.9,81
2025_06_06,2876,119.78342,464.8,60.5,10.3,11.2,87
2025_06_06,2876,119.78342,973.4,434.0,12.1,12.1,143
2025_06_06,2876,119.78342,854.4,256.4,11.9,12.4,118
2025_06_06,2876,119.78342,281.7,694.9,9.7,10.4,70
2025_06_06,2877,119.82507,1153.5,603.0,10.8,11.3,104
2025_06_06,2877,119.82507,902.0,691.3,13.6,9.9,128
2025_06_06,2877,119.82507,237.2,140.2,16.7,14.3,169
2025_06_06,2877,119.82507,574.4,456.5,11.8,10.8,102
2025_06_06,2877,119.82507,1207.4,520.7,14.6,11.9,149
2025_06_06,2877,119.82507,464.9,60.9,10.8,11.0,93
2025_06_06,2877,119.82507,558.8,433.9,11.7,10.2,84
2025_06_06,2877,119.82507,973.4,433.9,12.3,12.1,122
2025_06_06,2877,119.82507,854.1,256.4,11.8,12.6,123
2025_06_06,2877,119.82507,281.7,694.9,9.8,10.4,69
2025_06_06,2878,119.86672,1153.5,602.9,10.9,11.3,104
2025_06_06,2878,119.86672,902.1,691.3,13.6,10.1,129
2025_06_06,2878,119.86672,464.9,61.0,10.6,10.9,95
2025_06_06,2878,119.86672,574.7,456.7,11.5,10.5,97
2025_06_06,2878,119.86672,237.2,140.1,16.5,14.2,160
2025_06_06,2878,119.86672,1207.2,520.6,14.7,11.9,152
2025_06_06,2878,119.86672,558.7,434.0,11.6,10.0,78
2025_06_06,2878,119.86672,973.3,434.5,12.2,11.9,115
2025_06_06,2878,119.86672,854.0,256.1,12.0,12.9,124
2025_06_06,2878,119.86672,281.6,694.9,9.9,10.4,70
2025_06_06,2879,119.90837,1153.6,602.8,11.2,11.6,113
2025_06_06,2879,119.90837,902.1,691.3,13.7,10.1,130
2025_06_06,2879,119.90837,465.0,61.2,10.7,10.4,97
2025_06_06,2879,119.90837,237.2,140.1,16.5,13.8,166
2025_06_06,2879,119.90837,574.7,456.9,11.5,10.7,98
2025_06_06,2879,119.90837,558.6,434.1,11.7,10.1,77
2025_06_06,2879,119.90837,1207.2,520.5,14.4,11.9,149
2025_06_06,2879,119.90837,853.7,256.0,11.7,12.8,123
2025_06_06,2879,119.90837,973.4,434.4,12.1,12.1,116
2025_06_06,2879,119.90837,281.5,695.2,9.8,10.6,71
2025_06_06,2880,119.95002,1153.6,602.7,11.1,11.5,113
2025_06_06,2880,119.95002,902.1,691.4,13.7,10.1,130
2025_06_06,2880,119.95002,558.4,434.3,11.6,10.2,82
2025_06_06,2880,119.95002,574.9,457.3,11.5,10.5,99
2025_06_06,2880,119.95002,237.1,140.0,16.3,13.8,160
2025_06_06,2880,119.95002,1207.0,520.5,14.5,12.0,155
2025_06_06,2880,119.95002,464.9,60.9,10.7,10.7,100
2025_06_06,2880,119.95002,853.6,256.0,11.8,12.6,121
2025_06_06,2880,119.95002,973.3,435.1,12.2,11.5,110
2025_06_06,2880,119.95002,281.5,695.1,9.9,10.9,73
2025_06_06,2881,119.99167,1153.6,602.6,11.3,11.6,116
2025_06_06,2881,119.99167,902.4,691.6,13.6,10.3,133
2025_06_06,2881,119.99167,465.0,61.3,10.3,10.6,97
2025_06_06,2881,119.99167,558.2,434.3,11.2,9.9,76
2025_06_06,2881,119.99167,574.9,457.3,11.6,10.6,98
2025_06_06,2881,119.99167,1206.9,520.4,14.4,12.0,156
2025_06_06,2881,119.99167,237.1,139.6,16.3,14.0,180
2025_06_06,2881,119.99167,973.3,435.1,12.4,11.7,109
2025_06_06,2881,119.99167,853.5,255.9,11.4,12.0,122
2025_06_06,2881,119.99167,281.5,695.0,9.8,10.8,74
2025_06_06,2881,119.99167,282.2,624.3,7.4,7.4,40
2025_06_06,2882,120.03332,1153.8,602.3,11.4,11.6,119
2025_06_06,2882,120.03332,902.5,691.6,13.5,10.4,133
2025_06_06,2882,120.03332,558.2,434.3,11.1,10.0,77
2025_06_06,2882,120.03332,465.2,61.5,10.8,10.3,97
2025_06_06,2882,120.03332,1206.9,520.3,14.5,12.0,157
2025_06_06,2882,120.03332,575.0,457.5,11.8,10.7,102
2025_06_06,2882,120.03332,237.3,139.6,16.4,14.4,165
2025_06_06,2882,120.03332,973.4,435.3,12.5,11.8,115
2025_06_06,2882,120.03332,853.1,255.7,11.7,12.6,124
2025_06_06,2882,120.03332,281.4,695.0,9.9,11.1,75
2025_06_06,2882,120.03332,281.7,623.5,7.6,7.1,40
2025_06_06,2883,120.07497,1153.8,602.3,11.4,11.6,121
2025_06_06,2883,120.07497,903.0,691.7,13.5,10.2,135
2025_06_06,2883,120.07497,465.1,61.9,10.8,10.1,94
2025_06_06,2883,120.07497,558.1,434.3,11.2,10.0,80
2025_06_06,2883,120.07497,1206.9,520.3,14.4,11.9,149
2025_06_06,2883,120.07497,853.2,255.3,11.8,13.0,129
2025_06_06,2883,120.07497,973.4,435.6,12.2,11.5,110
2025_06_06,2883,120.07497,575.2,457.5,11.4,10.7,99
2025_06_06,2883,120.07497,237.3,139.5,16.3,14.3,162
2025_06_06,2883,120.07497,281.5,694.9,10.0,11.3,78
2025_06_06,2883,120.07497,281.8,624.3,7.5,7.5,43
2025_06_06,2884,120.11662,1153.8,602.2,11.2,11.6,117
2025_06_06,2884,120.11662,903.0,691.7,13.4,10.2,134
2025_06_06,2884,120.11662,1206.8,520.2,14.5,12.0,150
2025_06_06,2884,120.11662,465.1,61.7,11.2,11.1,94
2025_06_06,2884,120.11662,557.8,434.5,11.3,9.8,81
2025_06_06,2884,120.11662,575.2,457.8,12.0,11.1,104
2025_06_06,2884,120.11662,853.3,255.0,11.6,12.3,125
2025_06_06,2884,120.11662,973.3,435.6,12.0,11.7,111
2025_06_06,2884,120.11662,281.9,695.9,9.5,10.4,70
2025_06_06,2884,120.11662,237.2,139.3,16.0,14.3,159
2025_06_06,2884,120.11662,281.8,624.2,7.6,7.6,43
2025_06_06,2885,120.15827,1153.8,602.0,11.1,11.9,114
2025_06_06,2885,120.15827,903.1,691.8,13.5,10.2,136
2025_06_06,2885,120.15827,1206.5,520.1,14.2,11.9,147
2025_06_06,2885,120.15827,465.2,62.2,10.6,10.7,91
2025_06_06,2885,120.15827,853.1,254.9,11.7,12.4,125
2025_06_06,2885,120.15827,557.5,434.6,11.4,10.0,82
2025_06_06,2885,120.15827,575.2,457.8,11.8,11.1,100
2025_06_06,2885,120.15827,973.2,435.7,12.2,12.1,112
2025_06_06,2885,120.15827,281.9,695.9,9.5,10.4,70
2025_06_06,2885,120.15827,237.4,139.1,16.0,13.9,161
2025_06_06,2885,120.15827,281.5,624.3,7.7,7.5,44
2025_06_06,2886,120.19992,1153.9,602.0,11.3,11.9,115
2025_06_06,2886,120.19992,903.3,691.8,13.7,10.2,137
2025_06_06,2886,120.19992,1206.5,520.2,14.4,12.0,147
2025_06_06,2886,120.19992,465.0,62.0,10.5,11.2,90
2025_06_06,2886,120.19992,853.1,254.7,11.9,12.5,128
2025_06_06,2886,120.19992,973.2,435.5,12.4,12.4,117
2025_06_06,2886,120.19992,575.3,458.1,12.1,11.3,104
2025_06_06,2886,120.19992,282.0,696.0,9.7,10.5,70
2025_06_06,2886,120.19992,237.4,139.0,16.1,13.9,164
2025_06_06,2886,120.19992,557.4,434.7,11.4,9.9,81
2025_06_06,2886,120.19992,281.5,624.3,7.8,7.4,46
2025_06_06,2887,120.24157,1154.5,602.0,11.7,11.9,117
2025_06_06,2887,120.24157,903.3,691.9,13.7,10.1,136
2025_06_06,2887,120.24157,465.1,62.0,10.4,11.4,93
2025_06_06,2887,120.24157,1206.5,520.2,14.4,11.9,148
2025_06_06,2887,120.24157,853.0,254.3,12.3,13.1,140
2025_06_06,2887,120.24157,575.4,458.1,12.1,11.1,103
2025_06_06,2887,120.24157,557.3,434.6,11.4,9.9,82
2025_06_06,2887,120.24157,282.0,696.0,9.5,10.4,70
2025_06_06,2887,120.24157,237.5,138.8,16.1,14.2,162
2025_06_06,2887,120.24157,973.1,435.9,12.1,12.0,112
2025_06_06,2887,120.24157,281.1,624.3,7.6,7.5,48
2025_06_06,2888,120.28322,1154.4,601.9,11.5,11.9,117
2025_06_06,2888,120.28322,903.5,691.9,13.7,10.1,136
2025_06_06,2888,120.28322,465.3,62.1,10.3,11.3,93
2025_06_06,2888,120.28322,1206.5,520.2,14.3,12.0,149
2025_06_06,2888,120.28322,575.4,458.2,12.5,11.1,106
2025_06_06,2888,120.28322,853.1,254.9,12.6,14.0,150
2025_06_06,2888,120.28322,237.6,138.8,16.3,14.6,162
2025_06_06,2888,120.28322,557.1,434.7,11.2,9.6,82
2025_06_06,2888,120.28322,282.0,696.1,9.2,10.3,66
2025_06_06,2888,120.28322,972.9,436.2,11.8,12.0,111
2025_06_06,2888,120.28322,280.7,624.3,7.5,7.4,48
2025_06_06,2889,120.32486,1154.5,601.9,11.7,11.9,117
2025_06_06,2889,120.32486,903.6,691.8,13.8,10.2,138
2025_06_06,2889,120.32486,465.4,62.3,10.3,11.3,97
2025_06_06,2889,120.32486,237.7,138.7,16.5,14.7,158
2025_06_06,2889,120.32486,1206.4,520.1,14.2,12.0,147
2025_06_06,2889,120.32486,557.1,434.7,12.0,10.0,83
2025_06_06,2889,120.32486,576.1,458.5,12.3,10.7,104
2025_06_06,2889,120.32486,852.9,254.5,13.1,14.0,157
2025_06_06,2889,120.32486,282.0,696.1,9.2,10.2,68
2025_06_06,2889,120.32486,972.8,436.2,11.6,11.9,104
2025_06_06,2889,120.32486,280.7,624.3,7.5,7.4,48
2025_06_06,2890,120.36651,1154.8,601.7,11.0,11.6,115
2025_06_06,2890,120.36651,903.8,692.0,13.7,10.4,139
2025_06_06,2890,120.36651,1206.2,520.1,14.1,12.0,146
2025_06_06,2890,120.36651,556.7,434.7,12.1,10.0,87
2025_06_06,2890,120.36651,465.2,62.4,10.4,11.2,91
2025_06_06,2890,120.36651,237.7,138.5,16.5,14.9,158
2025_06_06,2890,120.36651,576.3,458.6,11.9,10.6,105
2025_06_06,2890,120.36651,852.6,254.2,13.4,14.2,154
2025_06_06,2890,120.36651,282.1,696.5,9.4,10.1,69
2025_06_06,2890,120.36651,972.7,436.4,11.7,11.7,103
2025_06_06,2890,120.36651,280.4,624.4,7.7,7.4,49
2025_06_06,2891,120.40816,1155.1,601.6,11.3,11.7,119
2025_06_06,2891,120.40816,904.0,692.2,13.8,10.5,142
2025_06_06,2891,120.40816,237.8,138.3,16.6,14.6,158
2025_06_06,2891,120.40816,465.2,62.4,10.5,11.0,93
2025_06_06,2891,120.40816,556.7,434.9,12.1,9.9,87
2025_06_06,2891,120.40816,1206.1,520.0,14.4,11.9,143
2025_06_06,2891,120.40816,576.7,458.7,11.9,10.6,103
2025_06_06,2891,120.40816,852.4,253.9,13.2,14.0,151
2025_06_06,2891,120.40816,282.1,696.5,9.5,10.1,71
2025_06_06,2891,120.40816,972.7,436.5,11.9,12.0,103
2025_06_06,2891,120.40816,280.4,624.4,7.6,7.2,50
2025_06_06,2892,120.44981,1155.2,601.6,11.1,11.5,117
2025_06_06,2892,120.44981,904.3,692.3,13.7,10.5,141
2025_06_06,2892,120.44981,556.6,434.9,12.5,10.2,89
2025_06_06,2892,120.44981,465.4,62.4,10.4,10.9,95
2025_06_06,2892,120.44981,576.9,458.8,12.2,10.9,103
2025_06_06,2892,120.44981,1206.0,520.0,14.2,11.8,143
2025_06_06,2892,120.44981,237.8,138.3,16.6,14.4,159
2025_06_06,2892,120.44981,852.6,253.4,13.1,13.9,144
2025_06_06,2892,120.44981,282.1,697.7,9.5,9.9,62
2025_06_06,2892,120.44981,972.7,437.2,11.7,11.9,104
2025_06_06,2892,120.44981,280.3,624.4,7.7,7.2,51
2025_06_06,2893,120.49146,1155.3,601.5,11.3,11.5,116
2025_06_06,2893,120.49146,904.6,692.2,13.7,10.5,141
2025_06_06,2893,120.49146,577.0,459.0,12.4,11.0,101
2025_06_06,2893,120.49146,465.3,62.5,10.5,10.8,94
2025_06_06,2893,120.49146,556.5,434.8,12.3,9.9,90
2025_06_06,2893,120.49146,1206.1,520.0,14.4,11.9,142
2025_06_06,2893,120.49146,852.4,253.4,12.8,13.5,141
2025_06_06,2893,120.49146,282.1,697.7,9.5,9.7,61
2025_06_06,2893,120.49146,238.2,137.9,16.3,14.2,161
2025_06_06,2893,120.49146,972.5,437.7,11.6,11.6,104
2025_06_06,2893,120.49146,280.2,624.4,8.0,7.2,47
2025_06_06,2894,120.53311,1155.4,601.5,11.3,11.4,117
2025_06_06,2894,120.53311,904.9,692.3,13.5,10.5,138
2025_06_06,2894,120.53311,577.1,459.0,12.7,11.0,101
2025_06_06,2894,120.53311,556.4,434.9,12.4,10.0,90
2025_06_06,2894,120.53311,1206.0,519.9,14.1,11.7,140
2025_06_06,2894,120.53311,852.0,253.2,12.2,12.9,128
2025_06_06,2894,120.53311,465.4,62.7,10.6,10.9,100
2025_06_06,2894,120.53311,282.2,697.8,9.5,9.7,60
2025_06_06,2894,120.53311,238.0,137.8,16.4,14.3,162
2025_06_06,2894,120.53311,972.4,437.9,11.5,11.5,104
2025_06_06,2894,120.53311,280.1,624.4,8.3,7.2,51
2025_06_06,2895,120.57476,1155.5,601.4,11.1,11.3,117
2025_06_06,2895,120.57476,577.2,459.2,12.6,11.0,102
2025_06_06,2895,120.57476,905.2,692.3,13.4,10.4,133
2025_06_06,2895,120.57476,851.9,253.1,12.5,13.0,133
2025_06_06,2895,120.57476,1205.7,519.9,14.3,11.7,150
2025_06_06,2895,120.57476,465.5,62.5,10.5,11.3,100
2025_06_06,2895,120.57476,282.3,697.9,9.5,9.9,62
2025_06_06,2895,120.57476,556.5,435.1,13.0,10.3,93
2025_06_06,2895,120.57476,238.1,137.7,16.4,13.8,159
2025_06_06,2895,120.57476,972.5,437.9,11.5,11.9,106
2025_06_06,2895,120.57476,107.7,679.0,7.8,7.0,43
2025_06_06,2895,120.57476,279.3,624.5,8.1,7.1,50
2025_06_06,2896,120.61641,1155.6,601.4,10.6,11.1,108
2025_06_06,2896,120.61641,577.3,459.6,12.7,10.9,93
2025_06_06,2896,120.61641,905.4,692.5,13.0,10.1,128
2025_06_06,2896,120.61641,465.8,62.7,11.0,12.1,96
2025_06_06,2896,120.61641,1205.6,520.0,14.1,11.7,141
2025_06_06,2896,120.61641,851.8,252.4,12.2,12.9,126
2025_06_06,2896,120.61641,238.2,137.7,16.3,14.2,162
2025_06_06,2896,120.61641,282.3,699.1,8.8,8.6,49
2025_06_06,2896,120.61641,556.1,435.3,12.4,10.0,90
2025_06_06,2896,120.61641,972.7,438.1,12.0,12.1,115
2025_06_06,2897,120.65806,1155.6,601.3,10.4,11.1,105
2025_06_06,2897,120.65806,577.4,459.6,12.8,11.1,96
2025_06_06,2897,120.65806,905.5,692.5,13.2,10.1,127
2025_06_06,2897,120.65806,466.0,62.8,11.3,11.9,96
2025_06_06,2897,120.65806,1205.5,519.9,14.0,11.6,142
2025_06_06,2897,120.65806,238.3,137.6,16.8,14.1,166
2025_06_06,2897,120.65806,851.5,252.3,12.6,13.1,132
2025_06_06,2897,120.65806,282.3,699.5,8.7,8.4,49
2025_06_06,2897,120.65806,556.0,435.2,12.3,10.1,91
2025_06_06,2897,120.65806,972.7,438.0,12.1,12.1,114
2025_06_06,2898,120.69971,1155.6,601.1,10.5,11.2,106
2025_06_06,2898,120.69971,577.6,459.7,12.3,11.0,92
2025_06_06,2898,120.69971,905.6,692.4,13.2,10.2,127
2025_06_06,2898,120.69971,238.4,137.5,17.1,14.2,169
2025_06_06,2898,120.69971,1205.4,519.9,14.2,11.7,174
2025_06_06,2898,120.69971,555.7,435.1,12.1,9.9,86
2025_06_06,2898,120.69971,851.5,252.0,12.7,13.1,131
2025_06_06,2898,120.69971,466.2,63.1,10.7,10.9,95
2025_06_06,2898,120.69971,282.3,699.5,8.7,8.3,48
2025_06_06,2898,120.69971,972.6,438.4,12.4,11.9,132
2025_06_06,2898,120.69971,278.9,624.3,8.0,6.4,42
2025_06_06,2899,120.74136,1155.8,601.1,10.7,11.2,108
2025_06_06,2899,120.74136,577.8,459.6,12.5,11.3,94
2025_06_06,2899,120.74136,905.8,692.6,13.1,10.2,123
2025_06_06,2899,120.74136,238.5,137.4,17.1,14.3,172
2025_06_06,2899,120.74136,1205.3,519.8,14.2,11.6,140
2025_06_06,2899,120.74136,555.3,435.4,12.1,10.0,89
2025_06_06,2899,120.74136,466.2,63.2,11.2,11.3,99
2025_06_06,2899,120.74136,282.3,699.5,8.8,8.6,49
2025_06_06,2899,120.74136,851.6,251.9,12.0,12.6,118
2025_06_06,2899,120.74136,972.5,438.4,12.3,11.7,116
