jelly_id,frame_idx,x_center,y_center,width,height,marked,nb_pixels,balisee_id
770,841,3110.61,542.88,14.49,13.22,0,191.56,
902,841,1227.49,399.11,16.29,15.14,0,246.61,
878,841,835.28,194.04,16.08,21.13,0,339.7,
771,841,1100.43,1579.81,20.92,16.28,1,340.6,Balisée #2
992,841,3539.81,1714.07,20.14,16.35,0,329.3,
994,841,1729.67,1739.86,15.31,18.08,0,276.86,
945,841,1198.57,953.82,23.59,25.51,1,601.65,Balisée #5
981,841,1554.87,1644.07,19.81,25.16,1,498.43,Balisée #4
958,841,1299.28,1358.77,17.48,18.15,1,317.18,Balisée #1
764,842,2756.66,1348.01,20.01,27.17,1,543.53,Balisée #3
770,842,3109.19,541.16,14.81,13.51,0,200.07,
902,842,1229.11,400.29,16.38,15.21,0,249.07,
878,842,836.2,191.83,15.96,21.25,0,339.16,
771,842,1099.2,1580.07,20.8,16.31,1,339.18,Balisée #2
992,842,3539.04,1713.42,20.63,16.7,0,344.5,
994,842,1731.29,1741.14,15.07,17.48,0,263.43,
958,842,1299.39,1360.43,18.02,18.8,1,338.68,Balisée #1
764,843,2757.37,1349.83,19.62,26.68,1,523.34,Balisée #3
770,843,3107.75,540.2,14.47,13.07,0,189.14,
902,843,1230.82,401.54,16.14,14.89,0,240.41,
878,843,837.46,189.42,16.39,22.04,0,361.33,
771,843,1097.66,1580.28,20.91,16.5,1,345.03,Balisée #2
992,843,3538.58,1713.03,20.92,16.88,0,353.06,
994,843,1732.72,1743.06,15.13,17.41,0,263.48,
958,843,1299.06,1361.82,18.28,19.0,1,347.25,Balisée #1
945,843,1197.91,950.93,23.62,25.65,1,605.97,Balisée #5
764,844,2758.1,1351.96,19.37,26.23,1,508.07,Balisée #3
770,844,3106.63,539.06,14.28,12.75,0,182.13,
902,844,1233.25,403.07,16.54,15.26,0,252.49,
878,844,838.77,187.45,16.13,21.89,0,353.12,
771,844,1096.89,1580.48,21.08,16.83,1,354.73,Balisée #2
992,844,3538.43,1713.01,20.71,16.67,0,345.17,
994,844,1734.86,1745.83,15.32,17.58,0,269.35,
958,844,1298.87,1363.39,18.44,19.1,1,352.13,Balisée #1
945,844,1197.95,950.63,24.0,26.17,1,628.19,Balisée #5
764,845,2759.65,1354.29,19.78,26.72,1,528.6,Balisée #3
770,845,3106.13,537.49,14.64,12.94,0,189.49,
902,845,1236.01,404.11,17.03,15.73,0,267.93,
878,845,840.19,186.03,15.93,21.72,0,346.0,
771,845,1096.46,1581.5,23.06,18.84,1,434.55,Balisée #2
992,845,3538.54,1712.29,20.31,16.34,0,331.94,
994,845,1737.14,1748.64,15.75,18.11,0,285.25,
958,845,1298.77,1364.58,18.25,18.79,1,342.92,Balisée #1
945,845,1197.84,949.35,23.5,25.78,1,605.81,Balisée #5
764,846,2761.93,1356.83,19.91,27.0,1,537.64,Balisée #3
770,846,3105.6,536.35,14.62,12.86,0,188.03,
902,846,1238.25,404.73,17.61,16.46,0,289.8,
878,846,841.61,184.12,15.54,21.34,0,331.71,
771,846,1095.98,1584.73,22.98,19.09,1,438.56,Balisée #2
992,846,3538.49,1711.3,20.83,16.79,0,349.79,
994,846,1739.02,1750.31,16.91,19.63,0,331.95,
958,846,1298.71,1365.72,18.71,19.24,1,359.98,Balisée #1
945,846,1197.46,947.02,23.16,25.53,1,591.31,Balisée #5
764,847,2763.99,1359.29,19.82,26.85,1,532.11,Balisée #3
770,847,3105.73,535.0,14.46,12.59,0,182.16,
902,847,1240.05,405.14,18.15,17.14,0,311.1,
878,847,842.99,181.75,15.79,21.95,0,346.67,
771,847,1095.36,1586.51,21.75,18.25,1,397.09,Balisée #2
992,847,3538.45,1710.18,20.7,16.68,0,345.29,
994,847,1740.8,1753.47,16.85,19.64,0,330.82,
958,847,1298.86,1366.67,19.71,20.5,1,404.21,Balisée #1
764,848,2766.39,1361.52,19.37,26.06,1,504.79,Balisée #3
770,848,3105.66,533.21,15.39,13.45,0,207.07,
902,848,1242.37,405.26,18.25,17.39,0,317.32,
878,848,844.25,179.21,15.69,21.75,0,341.24,
771,848,1094.71,1587.46,20.52,17.34,1,355.88,Balisée #2
992,848,3538.83,1709.81,21.24,17.14,0,364.06,
994,848,1742.87,1755.13,16.14,18.67,0,301.33,
958,848,1299.05,1369.44,19.0,19.82,1,376.51,Balisée #1
764,849,2768.93,1363.15,19.2,25.6,1,491.5,Balisée #3
770,849,3104.96,530.78,15.28,13.07,0,199.68,
902,849,1244.56,405.29,18.28,17.54,0,320.56,
878,849,845.02,176.33,15.57,21.65,0,337.14,
771,849,1094.09,1587.65,20.37,17.28,1,351.9,Balisée #2
992,849,3539.92,1709.44,21.11,17.07,0,360.32,
994,849,1745.57,1756.83,15.67,17.93,0,280.99,
958,849,1298.98,1371.01,18.36,19.08,1,350.35,Balisée #1
945,849,1197.15,942.26,23.15,25.59,1,592.26,Balisée #5
764,850,2771.34,1364.37,19.35,25.75,1,498.1,Balisée #3
770,850,3104.89,528.5,15.51,12.99,0,201.39,
902,850,1246.4,405.64,19.2,18.35,0,352.19,
878,850,846.6,173.46,15.51,21.68,0,336.18,
771,850,1093.21,1587.7,20.25,17.24,1,349.22,Balisée #2
992,850,3541.11,1709.22,21.41,17.4,0,372.47,
994,850,1748.36,1758.69,15.88,17.98,0,285.52,
958,850,1299.14,1372.69,18.03,18.74,1,337.94,Balisée #1
945,850,1197.67,940.28,24.02,26.69,1,641.07,Balisée #5
764,851,2773.36,1365.85,19.23,25.56,1,491.57,Balisée #3
770,851,3104.77,527.22,15.89,13.12,0,208.47,
902,851,1250.1,409.06,19.56,18.84,0,368.59,
878,851,847.79,170.56,15.65,22.11,0,346.07,
771,851,1092.65,1587.95,19.69,16.73,1,329.56,Balisée #2
992,851,3542.14,1708.69,21.56,17.55,0,378.4,
994,851,1750.17,1760.76,15.77,17.29,0,272.69,
958,851,1299.29,1373.91,18.01,18.71,1,337.12,Balisée #1
945,851,1197.92,938.32,23.8,26.64,1,634.1,Balisée #5
764,852,2775.38,1367.54,18.89,24.95,1,471.4,Balisée #3
770,852,3104.6,525.84,15.82,12.87,0,203.59,
902,852,1253.17,410.75,18.9,18.28,0,345.51,
878,852,849.4,167.69,15.82,22.5,0,355.98,
771,852,1092.0,1588.34,18.86,15.89,1,299.8,Balisée #2
992,852,3542.73,1708.1,20.94,17.0,0,355.86,
994,852,1754.15,1763.44,16.12,17.5,0,282.0,
958,852,1299.19,1374.83,17.49,18.05,1,315.73,Balisée #1
945,852,1197.93,937.16,24.26,27.35,1,663.7,Balisée #5
764,853,2777.55,1369.86,18.78,24.69,1,463.69,Balisée #3
770,853,3105.21,523.7,17.11,14.18,0,242.61,
902,853,1256.1,411.75,17.82,17.27,0,307.79,
878,853,850.76,166.1,15.47,22.01,0,340.59,
771,853,1091.81,1589.17,17.92,14.89,1,266.86,Balisée #2
992,853,3543.27,1707.43,21.36,17.39,0,371.44,
994,853,1756.44,1765.81,16.22,17.59,0,285.34,
958,853,1299.18,1376.07,17.44,17.89,1,311.94,Balisée #1
764,854,2779.63,1372.53,18.5,24.01,1,444.31,Balisée #3
770,854,3105.02,522.33,16.33,13.55,0,221.34,
902,854,1258.46,412.33,16.96,16.4,0,278.22,
878,854,851.57,163.84,15.38,21.85,0,336.09,
771,854,1091.7,1590.59,17.81,14.65,1,260.78,Balisée #2
992,854,3543.05,1706.86,21.77,17.89,0,389.55,
994,854,1758.34,1767.71,15.94,17.14,0,273.22,
958,854,1299.0,1377.4,17.01,17.25,1,293.34,Balisée #1
945,854,1197.76,933.62,24.6,27.85,1,685.22,Balisée #5
764,855,2781.45,1374.86,18.53,23.76,1,440.31,Balisée #3
770,855,3104.37,520.83,15.65,12.97,0,202.98,
902,855,1260.45,412.53,16.58,16.0,0,265.16,
878,855,852.53,161.21,15.19,21.66,0,329.05,
771,855,1091.07,1591.76,18.34,14.89,1,272.93,Balisée #2
992,855,3542.86,1706.45,22.25,18.51,0,411.81,
994,855,1760.4,1769.18,16.0,17.17,0,274.7,
958,855,1299.18,1379.57,17.47,17.66,1,308.49,Balisée #1
764,856,2784.69,1376.81,18.82,23.84,1,448.67,Balisée #3
770,856,3104.55,519.02,15.75,13.13,0,206.82,
902,856,1262.77,412.54,16.68,16.0,0,267.01,
878,856,853.79,158.22,14.89,21.13,0,314.52,
771,856,1090.29,1592.59,18.48,14.87,1,274.79,Balisée #2
992,856,3542.96,1705.91,23.16,19.54,0,452.52,
994,856,1763.01,1771.13,15.76,16.76,0,264.2,
958,856,1299.66,1381.15,17.42,17.5,1,304.88,Balisée #1
764,857,2787.11,1378.52,18.66,23.5,1,438.48,Balisée #3
770,857,3104.48,517.23,15.5,12.92,0,200.26,
902,857,1265.69,412.98,16.0,15.23,0,243.59,
878,857,855.3,155.74,14.93,21.16,0,315.98,
771,857,1089.55,1592.63,18.73,14.98,1,280.56,Balisée #2
992,857,3543.2,1705.68,23.37,20.02,0,467.78,
994,857,1766.24,1773.04,16.48,17.57,0,289.53,
958,857,1299.62,1382.6,17.33,17.32,1,300.26,Balisée #1
764,858,2789.01,1380.03,18.54,23.11,1,428.43,Balisée #3
770,858,3103.96,515.19,15.56,12.93,0,201.15,
902,858,1268.29,414.67,15.96,15.11,0,241.19,
878,858,856.82,152.74,15.55,22.2,0,345.28,
771,858,1089.03,1592.7,19.2,15.31,1,293.86,Balisée #2
992,858,3544.13,1702.92,22.78,19.75,0,449.97,
994,858,1769.5,1776.81,17.92,19.44,0,348.5,
958,858,1299.33,1383.44,17.32,17.2,1,297.92,Balisée #1
945,858,1198.17,925.91,24.8,28.32,1,702.32,Balisée #5
764,859,2791.12,1381.3,18.71,23.05,1,431.26,Balisée #3
770,859,3103.97,513.54,15.47,12.82,0,198.46,
902,859,1270.2,416.07,16.16,14.93,0,241.33,
878,859,858.85,150.57,15.17,21.72,0,329.56,
771,859,1089.09,1593.02,18.98,15.07,1,286.05,Balisée #2
992,859,3545.02,1701.46,21.56,18.84,0,406.26,
994,859,1772.11,1778.78,17.47,19.03,0,332.39,
958,859,1299.42,1384.1,17.32,17.12,1,296.35,Balisée #1
764,860,2792.77,1383.35,18.67,22.78,1,425.36,Balisée #3
770,860,3103.84,512.41,15.6,12.94,0,201.87,
902,860,1274.19,417.52,16.41,15.01,0,246.32,
878,860,860.56,148.49,15.26,21.51,0,328.11,
771,860,1088.86,1594.17,19.7,15.57,1,306.73,Balisée #2
992,860,3545.13,1701.03,21.3,18.66,0,397.5,
994,860,1773.83,1779.94,16.72,17.88,0,298.87,
958,860,1299.71,1385.4,17.35,17.05,1,295.8,Balisée #1
945,860,1199.32,922.69,24.88,28.54,1,710.05,Balisée #5
764,861,2794.57,1385.93,18.78,22.77,1,427.53,Balisée #3
770,861,3103.51,511.6,15.94,13.25,0,211.1,
902,861,1277.12,418.82,16.38,14.94,0,244.77,
878,861,861.41,147.01,15.49,21.44,0,332.26,
771,861,1088.46,1596.2,19.86,15.61,1,309.98,Balisée #2
992,861,3544.89,1700.45,20.22,17.7,0,357.89,
994,861,1777.62,1781.46,16.64,17.45,0,290.45,
958,861,1300.19,1386.98,17.53,17.14,1,300.45,Balisée #1
764,862,2797.17,1388.74,19.06,22.99,1,438.25,Balisée #3
770,862,3103.06,510.7,15.14,12.57,0,190.19,
902,862,1279.65,420.17,16.34,14.9,0,243.46,
878,862,865.08,145.13,16.42,22.33,0,366.75,
771,862,1087.75,1598.05,20.28,15.96,1,323.63,Balisée #2
992,862,3545.05,1700.0,19.35,16.82,0,325.61,
994,862,1780.2,1783.45,16.49,17.27,0,284.78,
958,862,1300.92,1388.8,18.25,17.79,1,324.58,Balisée #1
764,863,2799.79,1391.08,19.11,22.82,1,436.0,Balisée #3
770,863,3102.74,509.33,15.68,13.06,0,204.74,
902,863,1281.88,420.82,16.35,14.79,0,241.85,
878,863,866.81,142.74,16.28,21.81,0,355.07,
771,863,1086.81,1599.28,20.14,15.88,1,319.88,Balisée #2
992,863,3545.05,1699.79,18.97,16.43,0,311.63,
994,863,1782.59,1785.51,16.15,16.81,0,271.55,
958,863,1300.72,1392.41,20.02,19.76,1,395.66,Balisée #1
764,864,2801.94,1393.07,19.02,22.48,1,427.64,Balisée #3
770,864,3102.36,508.46,16.64,13.99,0,232.83,
902,864,1284.6,421.79,16.43,14.85,0,243.96,
878,864,867.89,140.23,16.31,21.76,0,354.99,
771,864,1086.19,1599.86,20.25,16.0,1,323.94,Balisée #2
992,864,3544.99,1699.87,19.1,16.46,0,314.41,
994,864,1785.34,1788.01,16.3,16.83,0,274.26,
958,864,1300.8,1394.19,19.77,19.63,1,388.24,Balisée #1
764,865,2803.64,1395.2,19.74,23.21,1,458.16,Balisée #3
770,865,3101.86,507.71,17.81,15.22,0,271.08,
902,865,1287.28,423.42,16.66,15.0,0,249.77,
878,865,868.52,137.72,16.68,22.38,0,373.27,
771,865,1085.16,1600.61,20.39,16.16,1,329.52,Balisée #2
992,865,3545.04,1699.46,19.01,16.26,0,309.1,
994,865,1788.07,1790.77,16.66,17.13,0,285.38,
958,865,1300.44,1395.14,19.03,18.94,1,360.42,Balisée #1
764,866,2805.49,1396.85,20.21,23.81,1,481.2,Balisée #3
770,866,3101.42,506.97,19.08,16.68,0,318.14,
902,866,1289.98,424.59,16.69,15.0,0,250.42,
878,866,869.89,134.98,16.25,22.06,0,358.49,
771,866,1084.51,1601.44,21.03,16.81,1,353.39,Balisée #2
992,866,3545.28,1698.9,19.25,16.42,0,316.08,
994,866,1790.67,1793.17,16.4,16.71,0,274.05,
958,866,1300.07,1395.67,18.28,18.17,1,332.23,Balisée #1
764,867,2807.53,1398.59,20.11,23.67,1,476.0,Balisée #3
770,867,3101.22,506.45,19.81,17.76,0,351.74,
902,867,1292.51,425.94,16.49,14.76,0,243.43,
878,867,871.21,132.89,15.86,21.76,0,345.01,
771,867,1084.18,1602.45,21.21,17.13,1,363.32,Balisée #2
992,867,3545.55,1698.55,19.25,16.34,0,314.54,
994,867,1793.28,1794.88,16.23,16.44,0,266.71,
958,867,1299.77,1396.4,17.54,17.35,1,304.46,Balisée #1
1027,867,1109.77,100.41,15.84,15.18,0,240.46,
764,868,2809.92,1400.38,20.48,24.0,1,491.54,Balisée #3
770,868,3100.53,502.52,19.63,17.93,0,351.9,
902,868,1294.47,427.22,16.79,14.71,0,246.96,
878,868,873.01,130.6,15.79,21.73,0,343.13,
771,868,1083.79,1603.47,21.51,17.65,1,379.5,Balisée #2
992,868,3545.52,1697.94,19.5,16.51,0,321.98,
994,868,1795.88,1795.7,16.16,16.3,0,263.35,
958,868,1299.98,1397.45,17.77,17.62,1,313.19,Balisée #1
1027,868,1111.9,100.05,16.54,15.9,0,262.97,
764,869,2812.02,1401.94,20.76,24.22,1,502.78,Balisée #3
770,869,3100.24,500.45,18.34,16.93,0,310.63,
902,869,1297.97,428.01,17.61,15.32,0,269.74,
878,869,874.77,128.67,15.94,22.11,0,352.33,
771,869,1083.42,1604.65,21.78,18.16,1,395.46,Balisée #2
992,869,3545.55,1697.19,19.81,16.72,0,331.34,
994,869,1798.21,1796.73,16.67,16.46,0,274.31,
958,869,1300.47,1398.85,17.29,17.11,1,295.88,Balisée #1
764,870,2813.99,1403.91,20.96,24.4,1,511.43,Balisée #3
770,870,3099.88,499.1,16.67,15.32,0,255.39,
902,870,1300.77,428.32,17.83,15.63,0,278.71,
878,870,876.59,126.07,15.73,22.05,0,346.91,
771,870,1082.98,1605.67,22.38,19.06,1,426.54,Balisée #2
992,870,3545.45,1696.14,20.63,17.38,0,358.61,
994,870,1802.2,1797.74,18.02,17.86,0,321.89,
958,870,1300.83,1400.51,17.69,17.52,1,309.94,Balisée #1
1030,870,1119.45,96.41,21.75,11.01,0,239.52,
764,871,2816.14,1406.09,21.69,25.29,1,548.48,Balisée #3
770,871,3099.41,498.23,15.35,13.81,0,211.95,
902,871,1304.0,428.98,19.03,16.92,0,321.96,
878,871,877.9,123.98,15.81,22.31,0,352.83,
771,871,1082.62,1606.51,23.35,20.35,1,475.08,Balisée #2
992,871,3544.96,1695.26,20.73,17.6,0,364.87,
994,871,1805.27,1801.46,18.55,18.55,0,344.1,
958,871,1300.69,1402.35,17.74,17.66,1,313.23,Balisée #1
1030,871,1120.66,96.73,20.66,10.52,0,217.41,
764,872,2817.9,1407.51,21.35,24.9,1,531.64,Balisée #3
770,872,3098.61,497.3,14.95,13.0,0,194.39,
902,872,1306.66,429.86,20.58,18.69,0,384.49,
878,872,879.08,121.21,15.75,22.36,0,352.14,
771,872,1082.48,1606.86,23.48,20.92,1,491.27,Balisée #2
992,872,3544.82,1694.06,20.57,17.5,0,359.97,
994,872,1807.52,1803.53,17.5,17.5,0,306.23,
958,872,1300.21,1403.52,17.8,17.85,1,317.64,Balisée #1
1030,872,1124.04,96.16,21.61,11.14,0,240.78,
764,873,2819.25,1408.58,21.36,24.86,1,530.99,Balisée #3
770,873,3098.18,496.19,15.0,12.61,0,189.23,
902,873,1309.98,432.12,18.48,16.52,0,305.24,
878,873,880.42,118.44,15.31,21.9,0,335.29,
771,873,1082.5,1607.03,23.35,21.27,1,496.74,Balisée #2
992,873,3544.06,1693.3,20.8,17.76,0,369.31,
994,873,1810.06,1804.51,16.62,16.51,0,274.46,
958,873,1299.96,1403.63,17.33,17.44,1,302.29,Balisée #1
1030,873,1127.21,95.93,21.67,11.34,0,245.75,
1033,873,3094.11,496.52,20.57,12.73,0,261.86,
764,874,2820.81,1409.7,21.37,24.81,1,530.37,Balisée #3
902,874,1312.21,432.97,17.62,15.77,0,277.88,
878,874,882.03,115.15,15.41,22.2,0,341.97,
771,874,1082.45,1608.78,23.12,21.48,1,496.65,Balisée #2
992,874,3542.92,1691.3,20.93,17.91,0,374.85,
994,874,1812.71,1804.7,16.49,16.3,0,268.68,
958,874,1299.88,1403.85,17.72,17.94,1,317.91,Balisée #1
1030,874,1130.63,95.6,20.96,11.14,0,233.52,
1033,874,3093.63,495.07,20.84,12.92,0,269.28,
764,875,2822.65,1410.64,21.63,24.97,1,540.23,Balisée #3
902,875,1314.81,433.45,17.36,15.56,0,270.08,
878,875,883.75,112.3,15.2,21.8,0,331.3,
771,875,1082.48,1609.66,22.36,21.11,1,472.11,Balisée #2
992,875,3542.17,1689.34,20.46,17.58,0,359.79,
994,875,1815.52,1804.8,16.38,16.08,0,263.4,
958,875,1300.19,1404.52,17.11,17.42,1,298.03,Balisée #1
1030,875,1133.91,94.32,20.37,11.02,0,224.42,
1033,875,3093.2,492.93,21.07,13.11,0,276.36,
945,875,1201.26,893.74,25.0,28.64,1,716.06,Balisée #5
764,876,2824.57,1412.19,22.24,25.66,1,570.65,Balisée #3
902,876,1317.56,434.0,16.58,14.86,0,246.34,
878,876,885.17,110.09,15.59,21.97,0,342.44,
771,876,1082.46,1610.31,21.27,20.28,1,431.46,Balisée #2
992,876,3541.13,1687.93,20.4,17.63,0,359.72,
994,876,1818.29,1805.01,16.08,15.65,0,251.74,
958,876,1300.74,1405.56,16.92,17.23,1,291.54,Balisée #1
1030,876,1136.03,93.13,20.25,11.1,0,224.81,
1033,876,3092.6,491.55,21.51,13.5,0,290.44,
945,876,1201.12,890.96,24.86,28.27,1,702.71,Balisée #5
764,877,2826.43,1413.99,22.38,25.72,1,575.55,Balisée #3
902,877,1320.06,435.33,16.71,14.93,0,249.5,
878,877,887.54,107.64,16.09,22.88,0,368.23,
771,877,1082.28,1610.86,20.52,19.65,1,403.22,Balisée #2
992,877,3540.58,1686.7,20.25,17.6,0,356.3,
994,877,1821.0,1806.04,16.42,15.84,0,260.06,
958,877,1300.96,1406.93,16.98,17.41,1,295.68,Balisée #1
1030,877,1137.71,92.98,19.05,10.44,0,198.79,
1033,877,3091.76,490.49,20.91,13.27,0,277.35,
764,878,2828.41,1415.51,22.16,25.33,1,561.32,Balisée #3
902,878,1323.56,436.36,17.21,15.41,0,265.22,
878,878,889.45,105.28,15.36,21.85,0,335.6,
771,878,1082.1,1611.57,20.6,19.83,1,408.56,Balisée #2
992,878,3540.32,1685.18,20.6,17.94,0,369.54,
994,878,1825.16,1807.52,16.67,15.72,0,262.07,
958,878,1301.35,1407.64,16.67,17.12,1,285.4,Balisée #1
1030,878,1141.6,91.62,23.32,13.21,0,308.18,
1033,878,3090.73,488.85,21.33,13.72,0,292.61,
764,879,2830.31,1416.88,21.77,24.74,1,538.62,Balisée #3
902,879,1326.86,438.1,16.47,14.73,0,242.56,
878,879,890.96,102.96,15.44,21.95,0,338.84,
771,879,1081.89,1612.85,21.05,20.37,1,428.7,Balisée #2
992,879,3539.66,1684.26,20.82,18.21,0,379.05,
994,879,1827.69,1809.44,16.53,15.49,0,256.0,
958,879,1301.24,1408.67,17.42,18.01,1,313.91,Balisée #1
1030,879,1145.41,91.11,23.96,14.07,0,336.97,
1033,879,3089.66,486.87,20.69,13.5,0,279.46,
1038,879,1594.9,1717.6,22.46,20.34,1,456.69,Balisée #4
945,879,1201.41,883.94,24.54,27.78,1,681.7,Balisée #5
764,880,2832.53,1418.44,22.18,24.98,1,554.19,Balisée #3
902,880,1329.91,439.82,16.43,14.68,0,241.22,
878,880,892.47,100.26,15.35,21.82,0,335.0,
771,880,1082.29,1614.53,20.73,20.26,1,420.13,Balisée #2
992,880,3539.78,1683.26,20.51,18.01,0,369.49,
994,880,1830.23,1810.85,16.44,15.36,0,252.48,
958,880,1301.42,1409.51,17.43,18.09,1,315.34,Balisée #1
1033,880,3089.08,485.34,20.67,13.71,0,283.38,
1038,880,1597.14,1718.89,22.92,20.75,1,475.72,Balisée #4
764,881,2834.88,1420.32,22.2,24.83,1,551.1,Balisée #3
902,881,1332.5,441.14,16.48,14.67,0,241.79,
878,881,893.61,97.98,15.49,22.09,0,342.08,
771,881,1082.68,1616.19,19.95,19.67,1,392.46,Balisée #2
992,881,3539.27,1682.45,21.09,18.6,0,392.43,
994,881,1832.63,1812.03,16.17,15.06,0,243.5,
958,881,1301.68,1410.4,17.42,18.18,1,316.65,Balisée #1
1033,881,3088.01,483.94,20.06,13.46,0,270.07,
1038,881,1599.39,1720.98,22.43,20.32,1,455.64,Balisée #4
945,881,1202.38,881.71,24.09,26.98,1,649.89,Balisée #5
764,882,2837.27,1422.18,22.15,24.53,1,543.46,Balisée #3
902,882,1334.52,441.63,16.46,14.62,0,240.62,
878,882,895.47,95.27,15.5,22.29,0,345.44,
771,882,1082.84,1617.74,19.95,19.88,1,396.65,Balisée #2
992,882,3538.5,1680.77,21.11,18.66,0,393.79,
994,882,1835.17,1813.22,16.42,15.28,0,250.97,
958,882,1302.21,1411.53,17.43,18.19,1,317.12,Balisée #1
1033,882,3087.4,482.75,19.42,13.13,0,255.03,
1038,882,1602.22,1722.8,22.48,20.31,1,456.64,Balisée #4
1030,882,1155.77,90.17,21.58,13.01,0,280.77,
764,883,2839.82,1424.11,22.11,24.23,1,535.78,Balisée #3
902,883,1337.21,442.18,16.87,14.96,0,252.35,
878,883,897.3,92.76,15.34,22.13,0,339.49,
771,883,1082.84,1619.1,19.71,19.79,1,390.08,Balisée #2
992,883,3538.12,1679.24,20.59,18.18,0,374.33,
994,883,1838.15,1814.43,16.3,15.13,0,246.63,
958,883,1302.74,1412.6,17.49,18.28,1,319.72,Balisée #1
1033,883,3087.26,481.79,19.74,13.52,0,267.01,
1038,883,1604.55,1724.52,22.32,20.04,1,447.44,Balisée #4
764,884,2842.27,1425.53,22.41,24.38,1,546.37,Balisée #3
902,884,1340.18,443.32,16.57,14.66,0,242.94,
878,884,899.01,90.3,15.01,21.66,0,325.15,
771,884,1081.89,1620.84,20.42,21.09,1,430.64,Balisée #2
992,884,3537.62,1677.94,21.25,18.93,0,402.34,
994,884,1841.17,1815.65,16.67,15.45,0,257.51,
958,884,1302.82,1414.1,18.81,19.89,1,374.06,Balisée #1
1033,884,3087.13,480.49,18.9,13.02,0,246.17,
1038,884,1606.54,1725.68,21.63,19.26,1,416.43,Balisée #4
1030,884,1160.71,89.88,19.7,12.32,0,242.62,
764,885,2844.58,1427.59,22.36,24.13,1,539.65,Balisée #3
902,885,1342.08,444.69,16.96,14.81,0,251.24,
878,885,900.07,87.85,15.07,21.81,0,328.76,
771,885,1081.36,1621.58,20.28,21.42,1,434.41,Balisée #2
992,885,3537.11,1677.04,20.14,18.02,0,362.88,
994,885,1844.15,1817.1,16.35,15.2,0,248.46,
958,885,1302.53,1414.77,19.34,20.71,1,400.38,Balisée #1
1033,885,3086.5,478.9,19.04,13.12,0,249.69,
1038,885,1608.95,1726.56,21.79,19.28,1,420.12,Balisée #4
764,886,2847.16,1429.25,22.59,24.16,1,545.84,Balisée #3
902,886,1346.3,445.91,17.29,15.06,0,260.38,
878,886,901.82,84.51,15.37,22.29,0,342.76,
771,886,1081.36,1622.55,18.78,20.2,1,379.5,Balisée #2
992,886,3537.4,1675.75,19.81,17.77,0,351.92,
994,886,1847.19,1819.0,16.57,15.42,0,255.55,
958,886,1302.69,1415.1,19.61,21.24,1,416.66,Balisée #1
1033,886,3085.02,476.25,20.52,14.52,0,298.0,
1038,886,1611.16,1728.09,21.44,18.79,1,402.85,Balisée #4
1030,886,1166.63,88.73,17.0,10.9,0,185.25,
764,887,2850.35,1430.76,22.98,24.51,1,563.28,Balisée #3
902,887,1349.6,447.05,16.98,14.8,0,251.29,
878,887,902.85,81.31,15.02,21.87,0,328.43,
771,887,1081.76,1623.74,18.33,20.02,1,366.85,Balisée #2
992,887,3537.83,1674.5,20.2,18.13,0,366.12,
994,887,1850.09,1820.69,16.64,15.63,0,260.14,
958,887,1303.0,1416.94,19.47,21.3,1,414.7,Balisée #1
1033,887,3083.94,474.48,18.91,13.53,0,255.96,
1038,887,1613.98,1728.54,21.41,18.62,1,398.69,Balisée #4
764,888,2853.12,1432.44,22.78,24.14,1,549.95,Balisée #3
902,888,1352.39,448.08,17.22,15.03,0,258.94,
878,888,904.44,78.44,14.62,21.12,0,308.76,
771,888,1081.87,1625.8,18.2,20.27,1,368.88,Balisée #2
992,888,3538.0,1673.94,20.33,18.36,0,373.3,
994,888,1852.79,1822.09,16.59,15.69,0,260.2,
958,888,1303.26,1418.24,18.38,20.1,1,369.51,Balisée #1
1033,888,3083.28,472.85,18.19,13.15,0,239.2,
1038,888,1616.49,1730.35,22.27,19.21,1,427.8,Balisée #4
764,889,2856.24,1434.26,22.08,23.16,1,511.48,Balisée #3
902,889,1354.49,448.51,17.36,15.15,0,263.0,
878,889,905.57,75.48,14.86,21.61,0,321.1,
771,889,1082.13,1627.83,17.8,20.14,1,358.64,Balisée #2
992,889,3538.44,1672.63,19.57,17.56,0,343.66,
994,889,1855.45,1822.88,16.53,15.77,0,260.72,
958,889,1303.67,1419.47,17.59,19.15,1,336.84,Balisée #1
1033,889,3082.87,471.41,17.75,12.92,0,229.31,
1038,889,1619.15,1732.19,21.9,18.68,1,409.09,Balisée #4
1030,889,1173.72,86.58,17.32,10.96,0,189.84,
764,890,2859.51,1436.24,22.62,23.52,1,532.04,Balisée #3
902,890,1356.79,448.49,17.35,15.2,0,263.6,
878,890,907.21,72.84,15.11,22.07,0,333.52,
771,890,1082.36,1629.74,17.08,19.5,1,332.94,Balisée #2
992,890,3539.08,1671.13,19.7,17.85,0,351.72,
994,890,1857.42,1824.57,17.17,16.33,0,280.27,
958,890,1303.89,1420.9,17.31,18.76,1,324.63,Balisée #1
1033,890,3083.13,470.56,17.66,12.95,0,228.75,
1038,890,1621.76,1733.41,21.91,18.49,1,405.12,Balisée #4
764,891,2862.9,1438.55,23.11,23.88,1,552.0,Balisée #3
902,891,1359.75,449.34,17.34,15.17,0,263.03,
878,891,908.34,69.9,14.83,21.4,0,317.44,
771,891,1082.44,1630.94,17.01,19.6,1,333.34,Balisée #2
992,891,3539.28,1670.43,20.72,18.85,0,390.6,
